sys_id,n_ie,n_pages,n_lines,n_chars
990051678230205171,1,2,40,369
990051678240205171,1,2,18,233
990051678250205171,1,2,22,307
990051678260205171,1,2,29,214
990051678270205171,1,2,7,117
990051678280205171,1,2,55,905
990051678290205171,1,2,41,250
990051678300205171,1,2,31,343
990051678310205171,1,2,50,710
990051678320205171,1,2,54,414
990051678330205171,1,2,45,937
990051678340205171,1,2,33,429
990051678350205171,1,2,28,716
990051678360205171,1,2,33,620
990051678370205171,1,2,30,502
990051678380205171,1,2,66,234
990051678390205171,1,2,25,1037
990051678400205171,1,2,36,664
990051678410205171,1,2,59,1430
990051678420205171,1,2,49,579
990051678430205171,1,2,20,262
990051678440205171,1,2,42,1161
990051678450205171,1,2,52,1048
990051678460205171,1,2,49,447
990051678470205171,1,2,30,178
990051678480205171,1,2,28,286
990051678490205171,1,2,38,318
990051678500205171,1,2,33,144
990051678510205171,1,2,42,1922
990051678520205171,1,2,41,1098
990051678530205171,1,2,62,746
990051678540205171,1,2,58,485
990051678550205171,1,2,44,351
990051678560205171,1,2,25,250
990051678570205171,1,2,138,1163
990051678580205171,1,2,35,479
990051678590205171,1,2,48,342
990051678600205171,1,2,33,306
990051678610205171,1,2,29,211
990051678620205171,1,2,23,137
990051678630205171,1,2,67,601
990051678640205171,1,2,28,309
990051678650205171,1,2,20,542
990051678670205171,1,2,2,2
990051678680205171,1,2,18,261
990051678690205171,1,2,35,243
990051678700205171,1,2,46,400
990051678710205171,1,2,33,330
990051678720205171,1,2,13,171
990051678730205171,1,2,30,276
990051678740205171,1,2,22,145
990051678750205171,1,2,21,35
990051678760205171,1,2,44,367
990051678770205171,1,2,17,64
990051678780205171,1,2,10,142
990051678790205171,1,2,46,331
990051678800205171,1,2,21,481
990051678820205171,1,2,11,114
990051678830205171,1,2,10,111
990051678840205171,1,2,10,31
990051678850205171,1,2,3,43
990051678860205171,1,2,21,245
990051678890205171,1,2,33,1140
990051678900205171,1,2,39,1211
990051678910205171,1,2,44,1776
990051678920205171,1,2,30,683
990051678930205171,1,2,68,1941
990051678940205171,1,2,53,1658
990051678950205171,1,2,25,537
990051678960205171,1,2,10,49
990051678970205171,1,2,47,781
990051678980205171,1,2,28,428
990051678990205171,1,2,26,346
990051679000205171,1,2,26,310
990051679010205171,1,2,14,167
990051679020205171,1,2,5,38
990051679030205171,1,2,11,70
990051679040205171,1,2,30,335
990051679050205171,1,2,28,352
990051679060205171,1,2,51,625
990051679070205171,1,2,48,1466
990051679080205171,1,2,6,30
990051679090205171,1,2,20,842
990051679100205171,1,2,16,286
990051679110205171,1,2,16,71
990051679120205171,1,2,14,90
990051679140205171,1,2,57,1065
990051679150205171,1,2,62,1379
990051679160205171,1,2,9,85
990051679170205171,1,2,47,3154
990051679180205171,1,2,12,50
990051679190205171,1,2,44,1100
990051679200205171,1,2,39,1624
990051679210205171,1,2,48,1645
990051679220205171,1,2,49,1870
990051679230205171,1,2,38,796
990051679240205171,1,2,8,62
990051679250205171,1,2,13,64
990051679260205171,1,2,54,1105
990051679270205171,1,2,48,1359
990051679280205171,1,2,29,600
990051679290205171,1,2,32,641
990051679300205171,1,2,40,1044
990051679310205171,1,2,26,731
990051679330205171,1,2,86,1982
990051679340205171,1,2,28,339
990051679350205171,1,2,47,2250
990051679360205171,1,2,74,5205
990051679370205171,1,2,52,1031
990051679380205171,1,2,30,648
990051679390205171,1,2,61,1395
990051679400205171,1,2,55,1143
990051679410205171,1,2,182,4185
990051679420205171,1,2,20,390
990051679430205171,1,2,29,843
990051679440205171,1,2,164,3140
990051679450205171,1,2,38,1032
990051679460205171,1,2,30,1438
990051679470205171,1,2,52,1733
990051679480205171,1,2,26,695
990051679490205171,1,2,64,2094
990051679500205171,1,2,54,1471
990051679510205171,1,2,60,2787
990051679520205171,1,2,67,2630
990051679530205171,1,2,97,1448
990051679540205171,1,2,43,1310
990051679550205171,1,2,102,2026
990051679560205171,1,2,197,3729
990051679570205171,1,2,33,799
990051679580205171,1,2,26,529
990051679590205171,1,2,63,3216
990051679600205171,1,2,26,585
990051679610205171,1,2,202,5072
990051679620205171,1,2,53,997
990051679630205171,1,2,22,373
990051679640205171,1,2,14,323
990051679650205171,1,2,89,2475
990051679660205171,1,2,45,1604
990051679670205171,1,2,24,296
990051679680205171,1,2,22,277
990051679690205171,1,2,28,420
990051679700205171,1,2,40,1359
990051679710205171,1,2,80,1574
990051679720205171,1,2,77,1911
990051679730205171,1,2,35,1337
990051679740205171,1,2,39,942
990051679750205171,1,2,53,1782
990051679760205171,1,2,54,1788
990051679770205171,1,2,51,1671
990051679780205171,1,2,57,2131
990051679790205171,1,2,57,2127
990051679800205171,1,2,26,653
990051679810205171,1,2,59,2976
990051679820205171,1,2,42,1176
990051679830205171,1,2,26,389
990051679840205171,1,2,43,721
990051679850205171,1,2,45,840
990051679860205171,1,2,103,1688
990051679870205171,1,2,42,1422
990051679880205171,1,2,43,1510
990051679890205171,1,2,119,3982
990051679900205171,1,2,81,2751
990051679910205171,1,2,54,1427
990051679920205171,1,2,40,711
990051679930205171,1,2,31,155
990051679940205171,1,2,68,1558
990051679950205171,1,2,41,1491
990051679960205171,1,2,16,304
990051679970205171,1,2,75,7363
990051679980205171,1,2,71,5877
990051679990205171,1,2,155,7040
990051680000205171,1,2,198,7698
990051680010205171,1,2,74,1788
990051680020205171,1,2,63,1560
990051680030205171,1,2,147,2608
990051680040205171,1,2,60,1516
990051680050205171,1,2,61,1594
990051680060205171,1,6,267,9311
990051680070205171,1,2,40,539
990051680080205171,1,2,38,1128
990051680090205171,1,2,29,286
990051680100205171,1,2,53,1770
990051680110205171,1,2,56,1168
990051680120205171,1,2,38,745
990051680130205171,1,2,59,2070
990051680140205171,1,2,57,2061
990051680150205171,1,2,9,200
990051680160205171,1,2,50,1749
990051680170205171,1,2,144,7083
990051680180205171,1,2,63,2937
990051680190205171,1,2,39,1177
990051680200205171,1,2,68,2054
990051680210205171,1,2,28,681
990051680220205171,1,2,57,2294
990051680230205171,1,2,23,433
990051680240205171,1,2,38,566
990051680250205171,1,2,31,823
990051680260205171,1,2,38,944
990051680270205171,1,2,8,125
990051680280205171,1,2,73,2160
990051680290205171,1,2,38,970
990051680300205171,1,2,117,4440
990051680310205171,1,2,50,1764
990051680320205171,1,2,59,2264
990051680330205171,1,2,6,52
990051680340205171,1,2,36,711
990051680350205171,1,2,30,669
990051680360205171,1,2,46,2740
990051680370205171,1,2,70,741
990051680380205171,1,2,35,553
990051680390205171,1,2,24,475
990051680400205171,1,2,73,3116
990051680410205171,1,2,57,1030
990051680420205171,1,8,118,2639
990051680430205171,1,2,39,1067
990051680440205171,1,2,37,1032
990051680450205171,1,6,213,5574
990051680460205171,1,2,27,671
990051680470205171,1,2,23,372
990051680480205171,1,2,67,1484
990051680490205171,1,2,36,1018
990051680500205171,1,2,17,240
990051680510205171,1,2,40,1181
990051680520205171,1,2,72,2174
990051680530205171,1,2,33,1386
990051680540205171,1,2,35,622
990051680550205171,1,2,98,3191
990051680560205171,1,2,74,2158
990051680570205171,1,2,37,640
990051680580205171,1,2,28,974
990051680590205171,1,2,30,661
990051680600205171,1,2,30,700
990051680610205171,1,2,41,1399
990051680620205171,1,2,75,1035
990051680630205171,1,2,45,1094
990051680640205171,1,2,30,1047
990051680650205171,1,2,58,1505
990051680660205171,1,2,55,2141
990051680670205171,1,2,57,2244
990051680680205171,1,6,346,11224
990051680690205171,1,2,67,2248
990051680700205171,1,2,7,40
990051680710205171,1,2,7,81
990051680720205171,1,2,10,107
990051680730205171,1,2,64,2952
990051680740205171,1,2,13,132
990051680750205171,1,2,112,4568
990051680760205171,1,2,39,707
990051680770205171,1,2,93,2330
990051680780205171,1,2,55,1947
990051680790205171,1,2,13,198
990051680800205171,1,2,27,731
990051680810205171,1,2,11,131
990051680820205171,1,2,138,3476
990051680830205171,1,2,52,2099
990051680840205171,1,2,55,2201
990051680850205171,1,2,55,2049
990051680860205171,1,2,55,2035
990051680870205171,1,2,67,3801
990051680880205171,1,2,119,4452
990051680890205171,1,2,74,1246
990051680900205171,1,2,163,7951
990051680920205171,1,2,59,2291
990051680930205171,1,2,124,3830
990051680940205171,1,22,659,18152
990051680950205171,1,2,41,1391
990051680960205171,1,2,30,755
990051680970205171,1,2,62,2663
990051680980205171,1,2,40,1055
990051680990205171,1,2,59,1377
990051681000205171,1,2,69,2145
990051681010205171,1,2,55,1307
990051681020205171,1,2,82,5108
990051681030205171,1,2,78,2687
990051681040205171,1,2,17,478
990051681050205171,1,2,108,3575
990051681060205171,1,2,101,4707
990051681070205171,1,2,101,4582
990051681080205171,1,2,120,4763
990051681090205171,1,2,59,2814
990051681100205171,1,2,37,1461
990051681110205171,1,2,59,2285
990051681120205171,1,2,43,1418
990051681130205171,1,2,46,1753
990051681140205171,1,2,181,13173
990051681150205171,1,2,69,3080
990051681160205171,1,2,169,4803
990051681170205171,1,2,59,2303
990051681180205171,1,2,84,3165
990051681190205171,1,2,275,7832
990051681200205171,1,2,34,1191
990051681210205171,1,2,119,5030
990051681220205171,1,2,124,5410
990051681230205171,1,2,57,2197
990051681240205171,1,2,56,2219
990051681250205171,1,2,57,2174
990051681260205171,1,2,163,8975
990051681270205171,1,2,61,2218
990051681280205171,1,2,98,3658
990051681290205171,1,2,164,9360
990051681300205171,1,2,59,3216
990051681310205171,1,6,185,4209
990051681320205171,1,2,80,2065
990051681330205171,1,2,47,789
990051681340205171,1,2,45,1142
990051681350205171,1,2,155,3207
990051681360205171,1,2,60,2274
990051681370205171,1,2,177,10127
990051681380205171,1,2,30,675
990051681390205171,1,2,28,640
990051681400205171,1,30,928,16763
990051681410205171,1,2,51,1299
990051681420205171,1,2,36,899
990051681430205171,1,2,70,1993
990051681440205171,1,2,49,1080
990051681450205171,1,2,13,493
990051681460205171,1,2,12,120
990051681470205171,1,2,25,164
990051681480205171,1,2,20,422
990051681490205171,1,2,24,209
990051681500205171,1,2,11,181
990051681510205171,1,2,54,752
990051681520205171,1,2,33,366
990051681530205171,1,2,12,148
990051681540205171,1,2,19,480
990051681550205171,1,2,19,201
990051681560205171,1,2,42,1257
990051681570205171,1,2,27,513
990051681580205171,1,2,20,168
990051681590205171,1,2,11,212
990051681600205171,1,2,8,174
990051681610205171,1,2,45,778
990051681620205171,1,2,20,529
990051681630205171,1,2,22,617
990051681640205171,1,2,12,106
990051681650205171,1,2,12,90
990051681660205171,1,2,32,310
990051681670205171,1,2,8,15
990051681680205171,1,2,6,48
990051681690205171,1,2,10,96
990051681700205171,1,2,11,76
990051681720205171,1,2,154,4044
990051681730205171,1,2,31,658
990051681740205171,1,2,94,4912
990051681750205171,1,2,32,658
990051681760205171,1,2,34,952
990051681770205171,1,2,181,8390
990051681780205171,1,2,135,3339
990051681790205171,1,2,27,344
990051681800205171,1,2,36,1008
990051681810205171,1,2,205,10459
990051681820205171,1,2,109,4175
990051681830205171,1,2,70,2149
990051681840205171,1,2,43,1472
990051681850205171,1,2,62,2875
990051681860205171,1,2,62,1902
990051681870205171,1,2,32,480
990051681880205171,1,2,54,2716
990051681890205171,1,2,68,3100
990051681900205171,1,2,105,3311
990051681910205171,1,2,15,152
990051681920205171,1,2,52,2635
990051681930205171,1,2,97,5000
990051681940205171,1,2,62,2750
990051681950205171,1,2,62,2502
990051681960205171,1,2,62,2586
990051681970205171,1,2,31,645
990051681980205171,1,2,43,1409
990051681990205171,1,2,32,906
990051682000205171,1,2,16,155
990051682010205171,1,2,74,1757
990051682020205171,1,2,72,1850
990051682030205171,1,2,63,2050
990051682040205171,1,2,45,1998
990051682050205171,1,2,84,2432
990051682060205171,1,2,21,545
990051682070205171,1,2,18,206
990051682080205171,1,2,55,905
990051682090205171,1,2,49,640
990051682100205171,1,2,39,1104
990051682110205171,1,2,53,1342
990051682120205171,1,2,37,1132
990051682130205171,1,2,26,424
990051682160205171,1,2,57,875
990051682170205171,1,2,74,1142
990051682180205171,1,2,12,146
990051682190205171,1,6,143,3320
990051682200205171,1,4,145,3944
990051682210205171,1,2,35,505
990051682220205171,1,2,84,3491
990051682230205171,1,2,91,1985
990051682240205171,1,2,25,373
990051682250205171,1,2,21,673
990051682260205171,1,2,27,1298
990051682270205171,1,2,17,221
990051682280205171,1,2,96,3452
990051682290205171,1,2,25,404
990051682300205171,1,2,65,887
990051682310205171,1,2,55,1617
990051682320205171,1,2,193,4396
990051682330205171,1,2,17,79
990051682340205171,1,2,42,1636
990051682350205171,1,2,36,1320
990051682360205171,1,2,129,3947
990051682370205171,1,2,78,1377
990051682380205171,1,2,58,1739
990051682390205171,1,2,83,2633
990051682400205171,1,2,94,2265
990051682410205171,1,6,95,3605
990051682420205171,1,10,255,6016
990051682430205171,1,2,36,325
990051682440205171,1,2,52,1761
990051682450205171,1,2,116,1903
990051682460205171,1,2,92,1416
990051682470205171,1,2,32,1149
990051682480205171,1,2,41,1245
990051682490205171,1,2,49,1705
990051682500205171,1,2,56,2438
990051682510205171,1,2,25,764
990051682520205171,1,2,131,2913
990051682530205171,1,2,43,1606
990051682540205171,1,2,59,2230
990051682550205171,1,2,131,2073
990051682560205171,1,2,215,5105
990051682570205171,1,2,72,2154
990051682580205171,1,2,24,391
990051682590205171,1,2,36,578
990051682600205171,1,2,78,1504
990051682610205171,1,2,42,1525
990051682620205171,1,2,218,6658
990051682630205171,1,2,114,3925
990051682640205171,1,2,78,2437
990051682650205171,1,2,37,1183
990051682660205171,1,2,30,627
990051682670205171,1,2,40,536
990051682680205171,1,2,51,2053
990051682690205171,1,2,75,2584
990051682700205171,1,2,75,1924
990051682710205171,1,2,187,7289
990051682720205171,1,2,172,3412
990051682730205171,1,2,81,2936
990051682740205171,1,2,39,1210
990051682750205171,1,2,64,1230
990051682760205171,1,2,276,5465
990051682770205171,1,2,107,2430
990051682780205171,1,2,72,2543
990051682790205171,1,2,117,3880
990051682800205171,1,2,196,7148
990051682810205171,1,2,50,2239
990051682820205171,1,2,139,8381
990051682830205171,1,2,32,735
990051682840205171,1,2,90,2723
990051682850205171,1,2,68,1723
990051682860205171,1,2,141,5349
990051682870205171,1,2,134,3816
990051682880205171,1,2,37,1329
990051682890205171,1,2,56,1741
990051682900205171,1,2,39,1220
990051682910205171,1,2,24,313
990051682920205171,1,2,150,4805
990051682930205171,1,2,76,1243
990051682940205171,1,2,63,1866
990051682950205171,1,2,78,1473
990051682960205171,1,2,175,4082
990051682970205171,1,2,104,4436
990051682980205171,1,2,40,1538
990051682990205171,1,2,53,931
990051683000205171,1,2,218,10342
990051683010205171,1,2,22,328
990051683020205171,1,2,40,738
990051683030205171,1,2,36,742
990051683040205171,1,2,34,716
990051683050205171,1,2,162,3083
990051683060205171,1,2,83,3418
990051683070205171,1,2,52,2078
990051683080205171,1,2,43,1807
990051683090205171,1,2,99,2242
990051683100205171,1,2,16,183
990051683110205171,1,2,31,1158
990051683120205171,1,4,211,8801
990051683130205171,1,2,39,990
990051683140205171,1,2,24,692
990051683160205171,1,2,50,1044
990051683170205171,1,2,157,2999
990051683180205171,1,2,17,125
990051683190205171,1,2,16,143
990051683200205171,1,2,27,398
990051683210205171,1,2,13,503
990051683220205171,1,2,6,51
990051683230205171,1,2,6,42
990051683240205171,1,2,10,211
990051683250205171,1,2,33,449
990051683260205171,1,2,15,224
990051683270205171,1,2,24,391
990051683280205171,1,2,18,97
990051683290205171,1,2,21,300
990051683300205171,1,2,17,415
990051683310205171,1,2,40,833
990051683320205171,1,2,18,752
990051683330205171,1,2,44,628
990051683340205171,1,2,39,1029
990051683350205171,1,2,34,724
990051683360205171,1,2,29,803
990051683370205171,1,2,34,1082
990051683380205171,1,2,30,829
990051683390205171,1,2,17,192
990051683400205171,1,2,28,764
990051683410205171,1,2,21,192
990051683420205171,1,2,18,236
990051683430205171,1,2,14,226
990051683440205171,1,2,23,401
990051683450205171,1,6,316,12612
990051683460205171,1,2,36,1500
990051683470205171,1,2,65,2422
990051683480205171,1,2,32,1161
990051683490205171,1,2,34,804
990051683500205171,1,2,33,537
990051683510205171,1,6,302,11397
990051683520205171,1,2,47,2762
990051683530205171,1,2,64,722
990051683540205171,1,4,126,2771
990051683550205171,1,2,136,2167
990051683560205171,1,2,19,225
990051683570205171,1,2,65,3335
990051683580205171,1,2,110,4366
990051683590205171,1,2,36,456
990051683600205171,1,2,7,18
990051683610205171,1,2,41,1391
990051683620205171,1,2,60,1379
990051683630205171,1,2,21,247
990051683640205171,1,2,15,201
990051683650205171,1,2,22,661
990051683660205171,1,2,72,1381
990051683670205171,1,2,27,508
990051683680205171,1,2,35,773
990051683690205171,1,2,15,141
990051683710205171,1,2,32,651
990051683720205171,1,2,70,1245
990051683730205171,1,2,29,432
990051683740205171,1,2,58,1931
990051683750205171,1,2,85,1995
990051683760205171,1,2,102,2359
990051683770205171,1,2,10,100
990051683780205171,1,2,17,95
990051683790205171,1,2,128,2865
990051683800205171,1,2,108,3400
990051683810205171,1,2,80,2851
990051683820205171,1,2,422,13709
990051683830205171,1,2,6,67
990051683840205171,1,2,32,362
990051683860205171,1,2,61,3253
990051683870205171,1,2,48,1881
990051683880205171,1,2,76,2495
990051683890205171,1,2,114,5102
990051683900205171,1,2,104,2800
990051683910205171,1,2,26,704
990051683920205171,1,2,59,2555
990051683930205171,1,2,29,457
990051683940205171,1,2,70,2042
990051683950205171,1,2,58,2679
990051683960205171,1,2,66,1299
990051683970205171,1,2,141,6178
990051683980205171,1,2,49,1811
990051683990205171,1,2,125,2357
990051684000205171,1,2,92,1330
990051684010205171,1,2,24,592
990051684020205171,1,2,29,737
990051684030205171,1,2,17,27
990051684040205171,1,2,40,1137
990051684050205171,1,2,34,776
990051684060205171,1,2,59,1279
990051684070205171,1,2,53,963
990051684080205171,1,2,124,2811
990051684090205171,1,2,71,1674
990051684100205171,1,6,156,3883
990051684120205171,1,2,20,74
990051684130205171,1,2,36,1166
990051684140205171,1,2,109,4647
990051684150205171,1,2,44,2472
990051684160205171,1,2,36,985
990051684170205171,1,2,29,687
990051684180205171,1,2,37,1267
990051684190205171,1,2,58,2627
990051684200205171,1,2,38,870
990051684210205171,1,2,197,6922
990051684220205171,1,2,67,1608
990051684230205171,1,2,65,2896
990051684240205171,1,2,36,1499
990051684250205171,1,2,49,1858
990051684260205171,1,2,73,2456
990051684270205171,1,2,19,694
990051684280205171,1,4,260,11345
990051684290205171,1,2,30,681
990051684300205171,1,2,20,437
990051684310205171,1,2,26,630
990051684320205171,1,2,22,276
990051684330205171,1,2,12,230
990051684340205171,1,2,36,1398
990051684350205171,1,2,249,6924
990051684360205171,1,2,61,2401
990051684370205171,1,2,45,689
990051684380205171,1,2,76,2009
990051684390205171,1,2,64,1121
990051684400205171,1,2,13,107
990051684410205171,1,2,25,563
990051684420205171,1,2,37,1056
990051684430205171,1,2,104,2692
990051684440205171,1,2,37,944
990051684450205171,1,2,51,1956
990051684460205171,1,2,253,10653
990051684470205171,1,2,38,1373
990051684480205171,1,2,55,2177
990051684490205171,1,2,104,4042
990051684500205171,1,2,54,2589
990051684510205171,1,2,33,765
990051684520205171,1,2,114,2824
990051684530205171,1,2,15,182
990051684540205171,1,2,34,742
990051684550205171,1,2,23,819
990051684560205171,1,2,66,1641
990051684570205171,1,6,327,14483
990051684580205171,1,2,58,1547
990051684590205171,1,2,56,2347
990051684600205171,1,2,56,2267
990051684610205171,1,2,50,1258
990051684620205171,1,2,79,2291
990051684630205171,1,2,113,3980
990051684640205171,1,2,26,605
990051684650205171,1,2,26,504
990051684660205171,1,2,135,6179
990051684670205171,1,2,53,1171
990051684680205171,1,2,36,95
990051684690205171,1,2,29,619
990051684700205171,1,2,62,1954
990051684710205171,1,2,255,7346
990051684720205171,1,2,27,622
990051684730205171,1,2,24,570
990051684740205171,1,2,80,1214
990051684750205171,1,2,49,73
990051684760205171,1,2,132,5973
990051684770205171,1,2,91,2783
990051684780205171,1,2,28,1104
990051684790205171,1,2,42,2793
990051684800205171,1,2,40,2662
990051684810205171,1,2,16,168
990051684820205171,1,2,15,239
990051684830205171,1,2,20,189
990051684840205171,1,2,14,186
990051684850205171,1,2,110,1673
990051684860205171,1,2,38,1046
990051684870205171,1,2,50,1389
990051684880205171,1,2,28,1061
990051684890205171,1,2,28,1156
990051684900205171,1,2,85,1542
990051684910205171,1,2,42,291
990051684920205171,1,2,214,5795
990051684930205171,1,2,33,216
990051684940205171,1,2,61,1429
990051684950205171,1,2,26,618
990051684960205171,1,2,71,2223
990051684970205171,1,2,42,1151
990051684980205171,1,2,25,305
990051684990205171,1,2,38,1103
990051685000205171,1,2,31,294
990051685010205171,1,2,54,1881
990051685020205171,1,2,44,1222
990051685030205171,1,2,117,3143
990051685040205171,1,2,43,1562
990051685050205171,1,2,15,107
990051685060205171,1,2,30,601
990051685070205171,1,2,28,974
990051685080205171,1,2,56,1382
990051685090205171,1,2,40,2404
990051685100205171,1,2,8,17
990051685110205171,1,2,7,13
990051685120205171,1,2,126,3784
990051685130205171,1,2,43,171
990051685140205171,1,2,39,183
990051685150205171,1,2,32,877
990051685160205171,1,2,31,801
990051685170205171,1,2,7,55
990051685180205171,1,2,27,639
990051685190205171,1,2,52,1521
990051685200205171,1,2,15,250
990051685210205171,1,2,13,87
990051685220205171,1,2,27,203
990051685230205171,1,2,25,549
990051685240205171,1,2,27,273
990051685250205171,1,2,27,743
990051685260205171,1,2,25,439
990051685270205171,1,2,35,1420
990051685280205171,1,2,13,192
990051685290205171,1,2,107,2396
990051685310205171,1,2,8,49
990051685320205171,1,2,45,1587
990051685330205171,1,2,135,4596
990051685340205171,1,2,272,8660
990051685350205171,1,2,179,7068
990051685360205171,1,2,69,2418
990051685370205171,1,2,78,2930
990051685380205171,1,2,120,5594
990051685390205171,1,2,26,333
990051685400205171,1,2,251,5672
990051685410205171,1,2,61,3090
990051685420205171,1,2,64,2896
990051685430205171,1,2,74,2729
990051685440205171,1,2,64,2278
990051685450205171,1,2,33,533
990051685460205171,1,2,141,3725
990051685470205171,1,2,123,4049
990051685480205171,1,2,105,3214
990051685490205171,1,2,9,79
990051685500205171,1,2,26,326
990051685510205171,1,2,33,365
990051685520205171,1,2,100,2810
990051685530205171,1,2,115,3838
990051685540205171,1,2,17,665
990051685550205171,1,2,38,977
990051685560205171,1,2,48,1485
990051685570205171,1,2,25,876
990051685580205171,1,2,156,4420
990051685590205171,1,2,75,835
990051685600205171,1,2,312,9227
990051685610205171,1,2,86,3176
990051685620205171,1,2,71,2574
990051685630205171,1,2,8,108
990051685640205171,1,2,13,233
990051685660205171,1,2,19,129
990051685670205171,1,2,15,447
990051685680205171,1,2,32,277
990051685690205171,1,2,39,340
990051685700205171,1,2,45,356
990051685710205171,1,2,4,10
990051685720205171,1,2,47,781
990051685730205171,1,2,52,725
990051685740205171,1,2,30,421
990051685750205171,1,2,26,361
990051685760205171,1,2,45,645
990051685770205171,1,18,471,16874
990051685780205171,1,2,31,1149
990051685790205171,1,2,11,80
990051685800205171,1,2,57,2062
990051685810205171,1,2,35,1188
990051685820205171,1,2,32,723
990051685830205171,1,2,89,2160
990051685840205171,1,2,9,106
990051685850205171,1,2,24,963
990051685860205171,1,2,12,58
990051685870205171,1,2,24,287
990051685880205171,1,2,13,227
990051685890205171,1,2,35,327
990051685900205171,1,2,22,636
990051685910205171,1,2,15,329
990051685920205171,1,2,29,393
990051685930205171,1,2,43,215
990051685940205171,1,2,36,1160
990051685950205171,1,2,35,686
990051685960205171,1,2,67,1912
990051685970205171,1,2,18,254
990051685980205171,1,2,74,2040
990051685990205171,1,2,22,253
990051686000205171,1,2,4,17
990051686010205171,1,2,37,582
990051686030205171,1,2,24,694
990051686040205171,1,2,30,579
990051686050205171,1,2,11,564
990051686060205171,1,2,23,1453
990051686070205171,1,2,26,590
990051686080205171,1,2,67,1143
990051686090205171,1,2,26,650
990051686100205171,1,2,25,121
990051686110205171,1,2,33,502
990051686120205171,1,2,21,346
990051686130205171,1,2,18,301
990051686140205171,1,2,14,161
990051686150205171,1,2,36,846
990051686160205171,1,2,54,1061
990051686170205171,1,2,13,252
990051686180205171,1,2,100,2983
990051686190205171,1,2,9,96
990051686200205171,1,2,44,1491
990051686210205171,1,2,17,290
990051686220205171,1,2,19,436
990051686230205171,1,2,19,334
990051686240205171,1,2,28,768
990051686250205171,1,2,11,110
990051686260205171,1,2,45,863
990051686270205171,1,2,11,56
990051686280205171,1,2,5,41
990051686290205171,1,2,41,1542
990051686300205171,1,2,61,1980
990051686310205171,1,2,34,1512
990051686320205171,1,2,78,2998
990051686330205171,1,2,28,1187
990051686340205171,1,2,41,1460
990051686350205171,1,2,33,1579
990051686360205171,1,2,22,267
990051686370205171,1,2,105,1691
990051686380205171,1,2,46,1948
990051686390205171,1,2,110,1933
990051686400205171,1,2,31,611
990051686410205171,1,2,43,892
990051686420205171,1,2,48,360
990051686430205171,1,2,31,1424
990051686440205171,1,2,12,186
990051686450205171,1,2,4,20
990051686460205171,1,2,5,40
990051686470205171,1,2,25,620
990051686480205171,1,2,34,946
990051686490205171,1,2,28,405
990051686500205171,1,2,52,626
990051686510205171,1,2,26,1978
990051686520205171,1,2,25,1423
990051686530205171,1,2,65,1426
990051686540205171,1,2,67,1545
990051686550205171,1,2,42,1558
990051686560205171,1,2,82,1908
990051686570205171,1,2,34,1553
990051686580205171,1,2,71,1555
990051686590205171,1,2,17,369
990051686600205171,1,2,15,379
990051686610205171,1,2,46,1107
990051686620205171,1,2,125,1306
990051686630205171,1,2,38,1689
990051686640205171,1,2,57,2183
990051686650205171,1,2,30,984
990051686660205171,1,2,39,1378
990051686670205171,1,2,18,656
990051686680205171,1,2,62,2155
990051686690205171,1,2,55,1981
990051686700205171,1,2,38,1306
990051686710205171,1,2,38,817
990051686720205171,1,2,39,1216
990051686730205171,1,2,33,587
990051686740205171,1,2,33,393
990051686750205171,1,2,73,2042
990051686760205171,1,2,79,2871
990051686770205171,1,2,11,182
990051686780205171,1,2,9,71
990051686790205171,1,2,27,849
990051686800205171,1,2,79,2824
990051686810205171,1,2,54,1100
990051686820205171,1,2,62,3128
990051686830205171,1,2,27,845
990051686840205171,1,4,781,23535
990051686850205171,1,2,6,22
990051686860205171,1,2,16,87
990051686870205171,1,2,7,19
990051686880205171,1,2,5,16
990051686890205171,1,2,6,17
990051686900205171,1,2,3,3
990051686910205171,1,2,6,34
990051686920205171,1,2,13,58
990051686930205171,1,2,10,134
990051686950205171,1,2,16,75
990051686960205171,1,2,18,191
990051686980205171,1,2,15,164
990051687000205171,1,2,15,294
990051687010205171,1,2,45,276
990051687020205171,1,2,37,241
990051687040205171,1,2,8,39
990051687050205171,1,2,93,3216
990051687060205171,1,30,436,2292
990051687070205171,1,2,59,310
990051687080205171,1,2,74,1181
990051687090205171,1,2,2,9
990051687100205171,1,2,18,147
990051687110205171,1,2,30,106
990051687120205171,1,2,41,116
990051687130205171,1,2,58,1323
990051687140205171,1,2,18,168
990051687150205171,1,2,44,110
990051687160205171,1,2,109,251
990051687170205171,1,2,24,38
990051687210205171,1,2,75,279
990051687220205171,1,2,19,65
990051687240205171,1,2,7,18
990051687250205171,1,2,8,50
990051687260205171,1,2,16,46
990051687270205171,1,2,13,46
990051687280205171,1,2,19,61
990051687290205171,1,2,23,79
990051687300205171,1,2,6,43
990051687310205171,1,2,23,70
990051687320205171,1,2,4,17
990051687330205171,1,2,13,82
990051687340205171,1,2,6,17
990051687350205171,1,2,46,211
990051687360205171,1,2,45,1832
990051687370205171,1,2,31,419
990051687380205171,1,2,23,62
990051687390205171,1,2,28,69
990051687400205171,1,2,30,146
990051687410205171,1,2,14,62
990051687420205171,1,2,48,120
990051687430205171,1,2,10,28
990051687440205171,1,2,32,146
990051687450205171,1,2,35,378
990051687460205171,1,2,22,114
990051687480205171,1,2,40,406
990051687490205171,1,2,10,238
