sys_id,n_ie,n_pages,n_lines,n_chars
990001829580205171,1,2,40,2094
990001829590205171,1,4,84,3270
990001829600205171,1,2,42,2050
990001829610205171,1,4,117,3935
990001829620205171,1,4,87,3865
990001829630205171,1,20,370,8527
990001829640205171,1,12,257,4045
990001829650205171,1,4,43,804
990001829660205171,1,4,76,3524
990001829670205171,1,2,116,283
990001829680205171,1,4,91,1240
990001829700205171,1,14,241,6930
990001829710205171,1,4,64,1818
990001829720205171,1,4,62,1562
990001829730205171,1,4,68,252
990001829740205171,1,4,70,1537
990001829750205171,1,18,276,7655
990001829760205171,1,6,104,282
990001829770205171,1,10,188,5657
990001829780205171,1,4,44,1054
990001829800205171,1,2,38,1644
990001829810205171,1,12,259,7900
990001829830205171,1,4,96,3810
990001829840205171,1,2,35,728
990001829850205171,1,2,51,1826
990001829860205171,1,2,29,527
990001829870205171,1,4,145,1275
990001829880205171,1,2,38,694
990001829890205171,1,4,72,2093
990001829910205171,1,4,100,3833
990001829920205171,1,2,59,2127
990001829930205171,1,4,86,2730
990001829940205171,1,2,34,1235
990001829950205171,1,8,136,5050
990001829960205171,1,4,48,747
990001829980205171,1,4,85,1970
990001830000205171,1,8,121,4078
990001830010205171,1,2,41,2066
990001830020205171,1,2,99,321
990001830030205171,1,8,154,4634
990001830040205171,1,2,39,704
990001830050205171,1,16,307,9356
990001830060205171,1,4,100,5238
990001830070205171,1,4,102,3221
990001830080205171,1,4,104,4428
990001832700205171,1,2,22,999
990001832720205171,1,19,694,32914
990001832850205171,1,2,54,1080
990001832870205171,1,2,68,535
990001833040205171,1,253,9531,101236
990001833070205171,2,4,164,3080
990001833080205171,3,6,128,3172
990001833140205171,1,2,20,25
990001833150205171,1,2,19,33
990001833160205171,1,3,129,4382
990001833190205171,2,35,366,4106
990001834580205171,1,2,191,10218
990001835240205171,2,406,23708,700321
990001837180205171,1,72,884,12509
990001837190205171,1,16,159,1076
990001837630205171,1,19,353,3610
990001837910205171,1,18,146,1694
990001837930205171,1,31,464,11527
990001837940205171,1,21,623,17340
990001837950205171,1,32,671,17795
990001837960205171,1,14,377,9314
990001837970205171,1,24,338,6554
990001837980205171,1,26,475,7257
990001838230205171,1,20,385,7840
990001838730205171,1,131,2282,36025
990001839100205171,2,9,133,3597
990001839260205171,1,253,2111,36538
990001840380205171,1,60,3150,79264
990001840390205171,1,101,4259,83282
990001840400205171,1,57,2322,49109
990001840410205171,1,12,290,2159
990001840420205171,1,141,5734,144817
990001840560205171,1,98,2636,30520
990001840600205171,1,29,640,18143
990001842050205171,1,226,5649,140869
990001842170205171,1,2,22,1004
990001842180205171,1,2,61,4246
990001842190205171,1,2,49,1222
990001842200205171,1,2,34,1210
990001842210205171,1,2,51,1795
990001842220205171,1,2,44,1123
990001842230205171,1,2,46,759
990001842240205171,1,2,54,3602
990001842250205171,1,2,36,440
990001842260205171,1,2,52,5304
990001842280205171,1,2,56,1869
990001842290205171,1,2,125,4758
990001842300205171,1,2,91,2520
990001842310205171,1,2,52,1837
990001842320205171,1,2,72,2149
990001842330205171,1,2,94,2651
990001842340205171,1,2,39,210
990001842350205171,1,2,39,826
990001842360205171,1,2,29,1184
990001842370205171,1,2,121,6568
990001842380205171,1,2,56,452
990001842390205171,1,2,97,1822
990001842400205171,1,2,40,1429
990001842410205171,1,2,75,1912
990001842420205171,1,2,29,314
990001842430205171,1,2,71,2521
990001842440205171,1,2,46,1053
990001842460205171,1,2,79,2894
990001842470205171,1,2,39,1626
990001842480205171,1,2,39,3276
990001842490205171,1,2,49,727
990001842500205171,1,2,60,4170
990001842510205171,1,2,34,753
990001842520205171,1,2,48,1256
990001842530205171,1,2,58,2663
990001842550205171,1,2,41,1470
990001842560205171,1,2,73,2339
990001842570205171,1,2,62,2943
990001842580205171,1,2,39,975
990001842590205171,1,2,16,471
990001842600205171,1,2,41,1088
990001842610205171,1,2,29,581
990001842620205171,1,2,62,1610
990001842630205171,1,2,129,5272
990001842650205171,1,2,49,2823
990001842660205171,1,2,116,2816
990001842670205171,1,2,133,7433
990001842680205171,1,2,60,1615
990001842690205171,1,2,64,2007
990001842700205171,1,2,92,3743
990001842710205171,1,2,134,5929
990001842730205171,1,2,57,3282
990001842740205171,1,2,38,1727
990001842750205171,1,2,71,2065
990001842760205171,1,2,26,557
990001842770205171,1,2,81,2224
990001842790205171,1,2,70,1836
990001842800205171,1,2,26,1217
990001842810205171,1,2,74,3349
990001842820205171,1,2,77,2075
990001842830205171,1,2,49,677
990001842850205171,1,2,80,2925
990001842860205171,1,2,34,1229
990001842890205171,1,2,60,1721
990001843040205171,1,2,92,5168
990001843050205171,1,2,50,2796
990001843060205171,1,2,97,4368
990001843080205171,1,2,128,7610
990001843090205171,1,2,137,3938
990001843100205171,1,2,39,1369
990001843130205171,1,2,33,1038
990001843140205171,1,2,20,943
990001843150205171,1,2,52,3418
990001843160205171,1,2,61,3541
990001843170205171,1,2,94,5012
990001843180205171,1,2,40,922
990001843190205171,1,2,62,1058
990001843200205171,1,2,44,1538
990001843210205171,1,2,121,2829
990001843220205171,1,2,13,253
990001843240205171,1,2,65,4040
990001843270205171,1,2,48,2221
990001843280205171,1,2,36,1065
990001843300205171,1,2,14,387
990001843310205171,1,2,30,791
990001843320205171,1,2,42,1680
990001843330205171,1,2,38,1395
990001843350205171,1,2,22,1166
990001843360205171,1,2,14,372
990001843370205171,1,2,48,1131
990001843380205171,1,2,14,99
990001843400205171,1,2,26,644
990001843420205171,1,2,38,1520
990001843430205171,1,2,78,2316
990001843440205171,1,2,60,3108
990001843450205171,1,2,38,827
990001843470205171,1,2,50,2276
990001843480205171,1,2,93,3313
990001843490205171,1,2,23,933
990001843520205171,1,2,28,767
990001843530205171,2,4,188,11852
990001843540205171,4,8,195,7993
990001843550205171,1,2,92,3074
990001843560205171,2,4,92,3372
990001843570205171,1,2,67,2503
990001843580205171,1,2,23,479
990001843600205171,1,2,48,2249
990001843610205171,1,2,38,473
990001843630205171,1,2,66,1824
990001843640205171,1,2,100,4912
990001843650205171,1,2,90,2661
990001843660205171,1,2,20,268
990001843670205171,1,2,55,882
990001843680205171,1,2,37,1165
990001843710205171,1,2,47,1261
990001843720205171,1,2,74,1694
990001843730205171,1,2,35,1253
990001843740205171,1,2,133,9035
990001843750205171,1,2,121,7621
990001843760205171,1,2,19,520
990001843770205171,1,2,55,3265
990001843780205171,1,2,40,914
990001843790205171,1,2,33,1201
990001843800205171,2,4,29,186
990001843810205171,1,2,82,1521
990001843820205171,1,2,94,4017
990001843830205171,1,2,92,4211
990001843840205171,1,2,74,2314
990001843850205171,1,2,72,2445
990001843860205171,1,2,40,1405
990001843870205171,1,2,21,483
990001843890205171,1,2,58,1288
990001843900205171,1,2,100,5508
990001843910205171,1,2,45,1532
990001843920205171,1,2,66,2310
990001843940205171,1,2,30,878
990001843960205171,1,6,172,5871
990001843970205171,1,87,1833,45502
990001856920205171,3,12,177,4392
990001857280205171,1,3,99,5210
990001857450205171,3,6,174,9735
990001857460205171,3,6,156,8685
990001857480205171,3,24,645,32238
990001857490205171,3,6,150,11541
990001858740205171,3,6,156,11511
990001858790205171,3,12,342,20124
990001860320205171,2,40,992,49550
990001860350205171,2,4,94,5998
990001860360205171,2,8,118,4762
990001861940205171,2,8,127,2173
990001862340205171,1,2,67,649
990001862390205171,1,17,361,12812
990001862530205171,1,2,44,2020
990001862680205171,1,6,54,1471
990001862700205171,1,2,45,1090
990001862720205171,1,2,46,275
990001862730205171,1,2,25,552
990001863340205171,1,2,43,2526
990001863480205171,1,4,56,2345
990001863520205171,1,2,56,4781
990001863530205171,1,4,96,5174
990001863540205171,1,2,51,2600
990001863550205171,1,2,55,3041
990001863840205171,1,2,207,6097
990001864350205171,1,24,583,21251
990001864460205171,1,2,23,433
990001864490205171,1,2,59,3658
990001864500205171,1,2,56,3292
990001865270205171,1,14,298,11447
990001865310205171,1,2,27,1001
990001865320205171,1,2,44,727
990001866370205171,2,4,46,1172
990001866820205171,2,8,134,2004
990001867290205171,2,4,64,600
990001874280205171,1,2,26,539
990001874690205171,1,2,52,308
990001874700205171,1,2,32,381
990001874730205171,1,2,18,275
990001874760205171,1,8,93,562
990001874910205171,1,2,54,1975
990001875320205171,1,2,32,447
990001875620205171,1,2,107,1408
990001875630205171,1,2,63,1478
990001876230205171,1,3,151,2087
990001876280205171,1,3,54,1171
990001880390205171,1,31,1168,52277
990001881060205171,1,9,274,4837
990001882120205171,1,2,29,459
990001882160205171,1,2,27,583
990001884710205171,1,2,42,347
990001884720205171,1,2,12,423
990001884740205171,1,4,64,2072
990001884750205171,1,2,37,1116
990001885050205171,1,3,9,109
990001885070205171,1,2,13,108
990001885250205171,1,3,10,95
990001885290205171,1,2,7,92
990001885300205171,1,3,9,94
990001885310205171,1,3,9,98
990001885320205171,1,3,10,101
990001885360205171,1,3,11,104
990001885430205171,1,3,16,194
990001885480205171,1,2,6,9
990001885500205171,1,3,102,2096
990001885530205171,1,8,303,7481
990001885670205171,1,3,7,96
990001885870205171,1,3,10,53
990001885890205171,1,2,7,96
990001885910205171,1,3,8,98
990001885930205171,1,3,12,109
990001885970205171,1,5,40,1004
990001885980205171,1,2,7,96
990001885990205171,1,3,41,573
990001886030205171,1,4,4,9
990001886060205171,1,2,7,96
990001886110205171,1,2,7,96
990001886130205171,1,4,15,193
990001886180205171,1,10,38,380
990001886190205171,1,2,8,98
990001886320205171,1,5,158,1749
990001886340205171,1,4,79,3296
990001886390205171,1,4,48,1095
990001887330205171,1,12,538,21429
990001887420205171,1,3,43,812
990001887780205171,1,2,19,525
990001887810205171,1,14,114,2588
990001887820205171,1,5,18,520
990001887870205171,1,4,64,1178
990001887890205171,1,4,55,1496
990001887920205171,1,13,150,2510
990001887940205171,1,3,27,695
990001887950205171,1,4,59,886
990001887960205171,1,4,32,652
990001887970205171,1,4,43,1165
990001887980205171,1,3,52,1000
990001888000205171,1,3,27,684
990001888010205171,1,4,17,520
990001888030205171,1,3,54,1906
990001888050205171,1,2,65,1389
990001888060205171,1,4,21,527
990001888070205171,1,5,116,2454
990001888090205171,1,6,133,1673
990001888190205171,1,3,29,536
990001888220205171,1,3,20,532
990001888300205171,1,4,122,2319
990001888400205171,1,10,274,6442
990001888410205171,1,7,287,6200
990001891640205171,1,2,31,388
990001897600205171,1,20,579,16988
990001904340205171,1,28,468,5888
990001904710205171,2,149,3632,178993
990001904720205171,2,34,1050,65664
990001904730205171,3,131,2886,135475
990001906530205171,2,47,1821,37257
990001920070205171,2,164,12748,370787
990001922790205171,1,9,164,378
990001923300205171,2,12,348,10504
990001925780205171,1,52,1733,39424
990001926470205171,1,36,1231,40621
990001926660205171,1,2,69,2395
990001926670205171,1,7,194,2908
990001927120205171,1,2,78,1758
990001927130205171,1,2,89,934
990001927140205171,1,2,139,989
990001927150205171,1,2,73,1177
990001927160205171,1,2,67,1076
990001927170205171,1,2,56,2405
990001928900205171,2,12,214,5377
990001929460205171,1,44,869,17108
990001932430205171,1,2,36,1287
990001932460205171,1,6,261,3719
990001932470205171,2,8,468,8574
990001932480205171,2,4,231,3818
990001932490205171,2,4,53,1249
990001932500205171,2,10,190,2375
990001932510205171,2,6,198,4310
990001932540205171,2,4,178,2651
990001932550205171,1,2,61,931
990001932560205171,2,4,125,2595
990001932570205171,2,4,233,6710
990001932580205171,2,6,103,2001
990001932590205171,1,2,36,884
990001932600205171,3,6,112,1486
990001932620205171,2,6,116,2210
990001932640205171,2,8,517,8054
990001932660205171,2,8,566,9346
990001932680205171,2,4,90,884
990001932700205171,2,4,249,3320
990001932710205171,1,2,132,2250
990001932760205171,1,2,55,1124
990001932780205171,1,2,30,503
990001932800205171,2,4,71,937
990001932820205171,2,4,239,8676
990001932860205171,2,4,163,3676
990001932870205171,1,2,35,1101
990001932890205171,2,5,75,1002
990001932930205171,1,2,61,2370
990001932940205171,2,4,234,3566
990001932950205171,2,4,104,2095
990001932960205171,2,4,143,1915
990001932980205171,2,4,47,709
990001932990205171,2,4,112,2340
990001933000205171,2,4,67,1238
990001933010205171,2,4,141,6774
990001933020205171,3,8,434,16107
990001933030205171,2,4,101,2281
990001933040205171,2,4,101,3925
990001933060205171,2,4,171,2388
990001933070205171,2,5,130,3034
990001933080205171,2,4,69,1556
990001933100205171,2,4,165,6453
990001933110205171,2,4,156,3078
990001933120205171,2,4,166,5591
990001933130205171,2,4,139,3618
990001933140205171,4,12,210,5251
990001933160205171,2,4,178,6878
990001933200205171,2,4,298,4078
990001933210205171,2,4,71,988
990001933220205171,2,4,220,8788
990001933230205171,2,4,189,7936
990001933250205171,2,4,209,7344
990001933260205171,2,4,197,7812
990001933270205171,2,4,152,3543
990001933280205171,2,4,136,4657
990001933290205171,2,4,261,15597
990001933300205171,2,4,155,2861
990001933310205171,2,4,195,2775
990001933330205171,2,4,207,7660
990001933340205171,2,6,236,8341
990001933350205171,1,4,8,30
990001933370205171,2,4,86,1919
990001933380205171,2,4,124,3662
990001933400205171,1,2,64,1820
990001933410205171,1,2,38,1063
990001933430205171,2,4,148,5264
990001933440205171,2,4,251,17035
990001933450205171,2,4,53,1458
990001933460205171,2,4,232,10418
990001933470205171,2,4,250,14834
990001933480205171,2,32,924,56800
990001933490205171,2,4,112,4349
990001933520205171,1,2,59,3842
990001933530205171,1,2,65,2105
990001933580205171,1,2,27,576
990001933590205171,4,8,192,5971
990001933680205171,3,8,218,6628
990001933740205171,2,4,73,1836
990001933780205171,2,4,145,8114
990001933810205171,2,4,205,10279
990001933860205171,2,4,176,5723
990001933870205171,2,4,102,3607
990001934550205171,6,178,5745,281274
990001934560205171,2,4,231,9715
990001934570205171,2,4,86,1469
990001934580205171,2,4,129,7490
990001934590205171,2,6,163,5928
990001934600205171,1,2,85,3557
990001934610205171,2,4,122,4512
990001934620205171,1,2,73,324
990001934630205171,1,2,134,3320
990001934770205171,2,4,180,9428
990001934960205171,3,80,2291,110281
990001935080205171,2,4,154,3248
990001935130205171,2,4,204,7858
990001935160205171,2,4,124,6609
990001935450205171,2,115,3610,201880
990001935480205171,2,8,115,2400
990001935490205171,1,2,36,1337
990001935510205171,1,4,54,1282
990001935520205171,1,4,74,4173
990001935530205171,2,87,2657,69649
990001935560205171,2,4,57,1596
990001935580205171,2,4,98,3408
990001935590205171,2,21,427,9970
990001935600205171,2,4,82,959
990001935610205171,2,4,92,2866
990001935620205171,3,12,304,5335
990001935630205171,3,8,187,7648
990001935660205171,2,6,195,7926
990001935680205171,2,4,65,1929
990001935690205171,2,4,82,3216
990001935700205171,2,4,101,4806
990001935710205171,2,4,249,9805
990001935720205171,2,27,580,16087
990001935730205171,2,6,159,6496
990001935740205171,3,10,289,9463
990001935750205171,2,4,212,2626
990001935760205171,3,8,211,4035
990001935770205171,2,12,294,13230
990001935790205171,1,2,71,588
990001935800205171,2,6,185,12813
990001935820205171,2,6,325,10831
990001935830205171,2,6,121,3932
990001935840205171,2,4,93,4380
990001935850205171,2,6,135,2456
990001935870205171,2,4,78,3160
990001935970205171,1,78,1726,56103
990001936430205171,1,2,60,3135
990001936450205171,2,6,128,3945
990001936460205171,2,4,84,1912
990001936480205171,2,4,79,1418
990001936500205171,2,6,212,8291
990001936510205171,2,4,78,1368
990001936520205171,2,4,81,2068
990001936530205171,2,6,172,6224
990001936540205171,2,4,120,5924
990001936550205171,2,4,132,4164
990001936560205171,2,17,497,13488
990001936580205171,1,4,78,1723
990001936590205171,1,2,48,2215
990001936680205171,1,2,25,591
990001936880205171,1,2,43,767
990001936890205171,1,2,36,1010
990001936910205171,1,4,51,1317
990001936930205171,1,2,37,1278
990001936980205171,1,2,43,855
990001936990205171,1,2,25,708
990001937420205171,1,2,36,668
990001937510205171,1,4,46,908
990001937520205171,1,2,41,539
990001937550205171,1,2,15,87
990001937580205171,1,2,46,1881
990001937590205171,2,4,69,2082
990001937600205171,1,2,31,602
990001937640205171,1,2,33,2543
990001937660205171,1,2,35,892
990001937670205171,1,4,81,2520
990001937800205171,1,2,21,388
990001938030205171,2,8,188,7316
990001938060205171,1,4,87,2119
990001938100205171,1,6,131,3692
990001938250205171,1,4,73,1810
990001938260205171,1,14,176,3868
990001938290205171,1,8,109,2616
990001938390205171,1,2,39,873
990001938430205171,1,2,47,2350
990001938450205171,1,4,134,1940
990001938470205171,1,2,34,639
990001938480205171,1,2,41,849
990001938490205171,1,2,60,657
990001938690205171,1,2,122,2843
990001938710205171,1,2,30,652
990001938770205171,1,2,30,385
990001938790205171,1,2,17,223
990001938820205171,1,2,24,639
990001938830205171,1,2,38,443
990001938840205171,1,4,51,1397
990001938850205171,1,2,27,805
990001938860205171,1,2,36,545
990001938870205171,1,2,35,367
990001938880205171,1,2,37,605
990001938890205171,1,2,17,153
990001938900205171,1,2,31,664
990001938950205171,1,2,28,730
990001938960205171,1,2,21,74
990001938970205171,1,2,54,529
990001941780205171,1,4,119,3790
990001941790205171,1,2,38,1117
990001942970205171,1,8,127,2874
990001942980205171,1,4,66,1571
990001942990205171,1,2,59,1339
990001943000205171,1,4,62,2130
990001943010205171,1,12,172,3568
990001943060205171,1,2,35,1035
990001943080205171,1,2,38,596
990001943090205171,1,4,53,1313
990001943100205171,1,2,44,837
990001943360205171,1,2,12,125
990001943370205171,1,2,33,667
990001943400205171,1,12,353,15038
990001943730205171,1,4,77,2790
990001943760205171,1,32,659,26073
990001943770205171,1,12,227,7517
990001943780205171,1,4,67,2092
990001943790205171,1,4,59,1648
990001943800205171,1,4,84,2610
990001943810205171,1,4,104,4517
990001943820205171,2,9,169,4884
990001943860205171,1,4,93,4879
990001943870205171,1,16,380,15952
990001943880205171,1,2,51,1858
990001943890205171,1,4,70,2386
990001943910205171,1,2,35,1281
990001943920205171,1,2,37,1390
990001943930205171,1,2,30,492
990001943940205171,1,2,41,1966
990001943950205171,1,4,72,2356
990001943960205171,1,2,39,2129
990001943980205171,1,12,204,7321
990001943990205171,1,4,86,3332
990001944280205171,1,6,115,4012
990001944370205171,1,16,274,7877
990001944380205171,1,16,234,6477
990001944560205171,1,2,49,2708
990001944570205171,1,14,550,37457
990001944580205171,1,6,121,3830
990001944610205171,1,4,73,2546
990001944630205171,1,8,122,4347
990001944700205171,1,4,80,3527
990001944710205171,1,2,30,870
990001944720205171,1,20,286,10226
990001944730205171,1,6,93,2804
990001944740205171,1,2,39,1172
990001944750205171,1,12,197,7246
990001944910205171,1,4,110,6786
990001944940205171,1,8,205,9986
990001945020205171,1,2,63,3177
990001945030205171,1,4,99,5163
990001945060205171,1,4,129,7654
990001945070205171,1,4,70,2456
990001945080205171,1,2,41,1381
990001945090205171,1,2,35,1106
990001945100205171,1,10,155,4533
990001945110205171,1,4,59,1975
990001945120205171,1,4,67,2460
990001945150205171,1,2,42,1832
990001945170205171,1,2,52,2147
990001945190205171,1,2,55,2349
990001945200205171,1,8,147,2427
990001945210205171,1,4,130,5692
990001945540205171,1,4,100,1810
990001945550205171,1,2,45,2000
990001945560205171,1,8,198,9020
990001945570205171,1,8,149,5214
990001946870205171,1,2,39,1106
990001946880205171,1,4,72,2459
990001946890205171,1,2,35,534
990001946900205171,1,8,119,2537
990001946910205171,1,2,42,1248
990001946920205171,1,6,120,4522
990001946930205171,1,8,176,3883
990001946980205171,1,72,1182,16916
990001947000205171,1,2,43,1039
990001947010205171,1,2,51,556
990001947060205171,1,2,28,574
990001947090205171,1,2,52,602
990001947120205171,1,2,55,772
990001947260205171,1,2,23,242
990001947280205171,1,2,79,836
990001947290205171,1,2,73,2365
990001947300205171,1,2,39,1037
990001947310205171,1,2,17,120
990001947320205171,1,2,24,315
990001947330205171,1,2,19,326
990001947340205171,1,2,32,950
990001947350205171,1,2,14,114
990001947460205171,1,8,129,446
990001947480205171,1,2,35,1612
990001947530205171,1,2,13,272
990001947570205171,1,2,13,91
990001947690205171,1,2,162,656
990001947730205171,1,2,26,812
990001947770205171,1,2,48,763
990001947780205171,1,2,23,299
990001947790205171,1,2,54,155
990001947800205171,1,2,12,195
990001947820205171,1,2,18,257
990001947830205171,1,2,23,350
990001947840205171,1,2,50,949
990001947880205171,1,8,190,8323
990001947900205171,1,2,140,605
990001947910205171,1,2,35,470
990001947930205171,1,2,24,310
990001947940205171,1,2,21,207
990001947950205171,1,4,133,3404
990001947970205171,1,2,18,363
990001948030205171,1,2,44,457
990001948060205171,1,2,32,248
990001948070205171,1,2,31,65
990001948080205171,1,2,12,23
990001948120205171,1,6,315,8094
990001948140205171,1,4,17,36
990001948150205171,1,2,187,7183
990001948160205171,1,2,32,224
990001948180205171,1,2,139,4407
990001948350205171,1,2,70,4025
990001948380205171,1,2,67,2812
990001948400205171,1,2,66,3844
990001948410205171,1,2,57,1292
990001948440205171,1,2,88,3034
990001948470205171,1,2,35,1132
990001948500205171,1,2,63,4118
990001948510205171,1,2,102,4076
990001948520205171,1,2,81,2480
990001948530205171,1,2,42,2141
990001948550205171,1,2,93,4101
990001948600205171,1,3,126,4016
990001948940205171,1,8,308,10371
990001949180205171,2,8,318,7022
990001949630205171,2,4,130,1720
990001949660205171,1,4,85,3508
990001949670205171,1,4,112,2269
990001949680205171,1,2,39,1410
990001949700205171,1,2,48,1517
990001949710205171,1,2,60,1098
990001949720205171,1,2,35,1235
990001949730205171,1,4,64,1812
990001949760205171,1,2,29,697
990001949780205171,1,4,78,1117
990001949790205171,1,4,118,5122
990001949830205171,1,4,247,3932
990001949840205171,1,2,33,1497
990001949850205171,1,2,51,710
990001949860205171,1,2,44,1625
990001949870205171,1,2,69,4906
990001949880205171,1,6,115,3821
990001949890205171,1,2,26,318
990001949900205171,1,8,406,5856
990001949910205171,1,4,99,1637
990001951320205171,1,17,350,4924
990001955050205171,3,100,1971,64844
990001957260205171,2,39,816,19718
990001957320205171,3,52,1005,27433
990001958120205171,1,2,58,2202
990001958480205171,1,12,332,13257
990001958500205171,1,7,64,1360
990001958510205171,1,8,116,2876
990001958520205171,1,13,266,7657
990001958530205171,1,8,63,820
990001959000205171,1,213,8772,428096
990001959010205171,1,13,210,4826
990001959020205171,1,29,545,16184
990001959030205171,1,10,119,2071
990001959040205171,1,11,124,2751
990001959280205171,4,41,519,8309
990001959290205171,1,4,105,1134
990001959300205171,1,4,116,1863
990001959320205171,1,4,136,1449
990001959330205171,1,4,109,1222
990001959350205171,1,4,65,2102
990001959360205171,1,2,32,930
990001959370205171,1,2,43,1755
990001959380205171,1,4,70,2365
990001959390205171,1,4,119,7097
990001959510205171,1,4,81,3259
990001959520205171,1,20,394,14181
990001959530205171,1,4,76,3695
990001959550205171,1,2,31,1173
990001959590205171,1,4,92,3363
990001959640205171,1,3,34,887
990001959730205171,1,2,34,1664
990001959750205171,1,4,98,4658
990001959760205171,1,4,96,4275
990001959770205171,1,4,118,6257
990001959780205171,1,2,30,469
990001959810205171,1,2,39,948
990001959870205171,1,2,35,1003
990001959880205171,1,2,52,2128
990001959950205171,1,4,205,3270
990001960190205171,1,2,69,3679
990001960210205171,1,4,81,2863
990001960220205171,1,2,39,1520
990001960230205171,1,3,124,6257
990001960250205171,1,4,84,3013
990001960260205171,1,2,30,880
990001960270205171,1,12,178,7027
990001960290205171,1,4,74,2782
990001960300205171,1,2,55,2337
990001960310205171,1,4,75,2439
990001960330205171,1,4,54,1152
990001960340205171,1,4,70,2990
990001960450205171,1,2,23,279
990001960460205171,1,4,94,907
990001960470205171,1,4,56,822
990001960480205171,1,2,51,2422
990001960490205171,1,2,70,2555
990001960500205171,1,2,217,3955
990001960550205171,1,8,112,2943
990001960560205171,1,2,66,723
990001960570205171,1,3,73,3384
990001960580205171,1,2,11,34
990001960590205171,1,2,39,120
990001960600205171,1,2,102,4012
990001960610205171,1,2,46,1933
990001960620205171,1,2,15,127
990001960640205171,1,2,22,341
990001960830205171,1,2,49,1190
990001960840205171,1,2,60,2119
990001960850205171,2,4,124,5152
990001960860205171,1,2,44,1447
990001960910205171,1,2,41,1380
990001960920205171,1,2,54,323
990001960950205171,1,2,72,2293
990001960960205171,1,2,40,271
990001960970205171,1,2,69,2200
990001961010205171,1,2,37,894
990001961020205171,1,4,89,4912
990001961110205171,1,2,67,3550
990001961130205171,1,2,37,1231
990001961160205171,1,2,68,3920
990001961170205171,1,4,91,1982
990001961180205171,1,2,42,1381
990001961190205171,1,4,78,2548
990001961200205171,1,4,81,2347
990001961210205171,1,4,82,3466
990001961220205171,1,4,83,3577
990001961230205171,1,2,43,1904
990001961240205171,1,4,75,2474
990001961250205171,1,4,107,4466
990001961260205171,1,4,103,3831
990001961270205171,1,2,46,2044
990001961280205171,1,2,48,1965
990001961290205171,1,8,108,2242
990001961300205171,1,2,37,2552
990001961410205171,1,16,273,4763
990001961480205171,1,2,33,158
990001961530205171,1,2,30,428
990001961560205171,1,2,37,922
990001961580205171,1,2,54,1786
990001961620205171,2,8,139,2365
990001961630205171,1,2,32,587
990001961640205171,1,2,45,1244
990001961660205171,1,2,47,1808
990001961670205171,1,2,49,2344
990001961680205171,1,2,54,414
990001961690205171,1,2,49,139
990001961700205171,1,2,55,109
990001961720205171,1,8,117,913
990001961730205171,1,8,81,747
990001961740205171,1,4,70,1109
990001961750205171,1,2,75,2516
990001961790205171,1,4,46,313
990001961810205171,1,2,35,393
990001961820205171,1,4,82,2511
990001961830205171,1,2,76,1314
990001961840205171,1,2,101,1541
990001961850205171,1,4,95,1351
990001961860205171,1,2,30,655
990001961960205171,1,2,40,1154
990001962000205171,1,4,77,2323
990001962010205171,1,4,88,3076
990001962020205171,1,16,209,1615
990001962030205171,1,4,73,1409
990001962290205171,1,36,605,15995
990001962300205171,1,8,124,3376
990001962310205171,1,2,26,668
990001962320205171,1,8,277,5681
990001962330205171,1,4,117,3272
990001962350205171,1,4,97,4422
990001962360205171,1,8,136,2963
990001962370205171,1,4,82,4026
990001962380205171,1,4,94,4388
990001962390205171,1,12,378,20614
990001962410205171,1,4,97,2336
990001962420205171,1,4,90,2355
990001962430205171,1,4,120,2418
990001962440205171,1,2,41,1278
990001962450205171,1,2,40,831
990001962470205171,1,2,38,1303
990001962480205171,1,2,60,839
990001962540205171,1,4,54,943
990001962550205171,1,4,81,2928
990001962570205171,1,2,31,878
990001962580205171,1,4,72,749
990001962590205171,1,2,36,989
990001962610205171,1,4,134,4632
990001962620205171,1,2,32,980
990001962640205171,1,4,71,2552
990001962710205171,1,2,74,1034
990001962720205171,1,4,86,3276
990001962730205171,1,2,65,2805
990001962740205171,1,2,41,1812
990001962750205171,1,4,45,599
990001962760205171,1,2,34,955
990001962800205171,1,8,144,4213
990001962810205171,1,2,52,2249
990001962820205171,1,4,64,1897
990001962830205171,1,2,54,2427
990001962840205171,1,4,69,2226
990001962850205171,1,2,35,1067
990001962870205171,1,4,126,5064
990001962880205171,1,8,105,1697
990001962890205171,1,4,72,2253
990001962900205171,1,4,74,2493
990001962910205171,1,4,77,2408
990001962920205171,1,2,52,680
990001962930205171,1,4,72,2568
990001962940205171,1,12,185,3814
990001962950205171,1,10,232,8968
990001962970205171,1,4,63,2233
990001962980205171,1,2,51,1577
990001962990205171,1,2,53,630
990001963010205171,2,8,120,3951
990001963020205171,1,4,58,943
990001963030205171,1,2,65,2964
990001963040205171,1,8,202,6886
990001963050205171,1,4,83,1341
990001963060205171,2,15,286,8440
990001963070205171,1,2,44,1448
990001963080205171,1,16,369,14475
990001963130205171,1,2,44,321
990001963170205171,1,2,87,1222
990001963180205171,1,4,127,2870
990001963190205171,1,2,67,220
990001963200205171,1,2,54,807
990001963210205171,1,2,26,720
990001963220205171,1,4,86,1426
990001963240205171,1,18,444,24226
990001963290205171,1,8,375,9661
990001963300205171,1,2,53,1445
990001963310205171,1,4,67,2226
990001963430205171,1,5,68,2120
990001963440205171,1,4,65,1999
990001963470205171,1,16,552,28475
990001963480205171,1,7,75,1663
990001963490205171,1,15,347,13067
