rank,tier,tier_reason,canonical_id,shelf_mark,institution_group,collection,ktiv_known,ktiv_ready,ktiv_manifest_url,ktiv_search_url
14749,2,likely open on KTIV (downloads succeeded historically),London_BL_Or_12344_9,BL OR 12344.9,London_BL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,BL%20OR%2012344.9&searchType=METADATA&ftsMethod=0&searchName=regular"
14750,2,likely open on KTIV (downloads succeeded historically),London_BL_Or_5565C_16,BL OR 5565C.16,London_BL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,BL%20OR%205565C.16&searchType=METADATA&ftsMethod=0&searchName=regular"
14751,2,likely open on KTIV (downloads succeeded historically),Paris_AIU_VII_E_170,AIU VII.E.170,Paris_AIU,Cairo Genizah,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,AIU%20VII.E.170&searchType=METADATA&ftsMethod=0&searchName=regular"
14752,2,likely open on KTIV (downloads succeeded historically),Paris_AIU_VII_E_238,AIU VII.E.238,Paris_AIU,Cairo Genizah,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,AIU%20VII.E.238&searchType=METADATA&ftsMethod=0&searchName=regular"
14753,2,likely open on KTIV (downloads succeeded historically),Paris_AIU_VI_B_112,AIU VI.B.112,Paris_AIU,Cairo Genizah,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,AIU%20VI.B.112&searchType=METADATA&ftsMethod=0&searchName=regular"
14754,2,likely open on KTIV (downloads succeeded historically),Paris_AIU_XI_92,AIU XI.92,Paris_AIU,Cairo Genizah,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,AIU%20XI.92&searchType=METADATA&ftsMethod=0&searchName=regular"
14755,2,likely open on KTIV (downloads succeeded historically),Philadelphia_CAJS_Halper_9,Philadelphia Penn CAJS: Halper 9,Philadelphia_CAJS,Dropsie College,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Philadelphia%20Penn%20CAJS%3A%20Halper%209&searchType=METADATA&ftsMethod=0&searchName=regular"
14756,2,likely open on KTIV (downloads succeeded historically),Vienna_ONB_H_135,Vienna Wien N: H 135,Vienna_ONB,Vienna Wien N,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Vienna%20Wien%20N%3A%20H%20135&searchType=METADATA&ftsMethod=0&searchName=regular"
14757,2,likely open on KTIV (downloads succeeded historically),Birmingham_Mingana_17,Birmingham: Mingana 17,Birmingham_Mingana,Birmingham,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Birmingham%3A%20Mingana%2017&searchType=METADATA&ftsMethod=0&searchName=regular"
14758,2,likely open on KTIV (downloads succeeded historically),Budapest_MTA_137,Budapest MTA: 137,Budapest_MTA,Budapest MTA,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Budapest%20MTA%3A%20137&searchType=METADATA&ftsMethod=0&searchName=regular"
14759,2,likely open on KTIV (downloads succeeded historically),Budapest_MTA_DK_36_29,DK 36.29,Budapest_MTA,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,DK%2036.29&searchType=METADATA&ftsMethod=0&searchName=regular"
14760,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_IV_41_4,"Moss. IV,41.4",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20IV%2C41.4&searchType=METADATA&ftsMethod=0&searchName=regular"
14761,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_IXa_3_14,"Moss. IXa,3.14",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20IXa%2C3.14&searchType=METADATA&ftsMethod=0&searchName=regular"
14762,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_IXa_3_36,"Moss. IXa,3.36",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20IXa%2C3.36&searchType=METADATA&ftsMethod=0&searchName=regular"
14763,2,likely open on KTIV (downloads succeeded historically),London_BL_Or_10124_34,BL OR 10124.34,London_BL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,BL%20OR%2010124.34&searchType=METADATA&ftsMethod=0&searchName=regular"
14764,2,likely open on KTIV (downloads succeeded historically),London_BL_Or_10578H_34,BL OR 10578H.34,London_BL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,BL%20OR%2010578H.34&searchType=METADATA&ftsMethod=0&searchName=regular"
14765,2,likely open on KTIV (downloads succeeded historically),London_BL_Or_10794_12,BL OR 10794.12,London_BL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,BL%20OR%2010794.12&searchType=METADATA&ftsMethod=0&searchName=regular"
14766,2,likely open on KTIV (downloads succeeded historically),Vienna_ONB_PER_H_83,PER H 83,Vienna_ONB,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,PER%20H%2083&searchType=METADATA&ftsMethod=0&searchName=regular"
14767,2,likely open on KTIV (downloads succeeded historically),Budapest_MTA_43,Budapest MTA: 43,Budapest_MTA,Budapest MTA,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Budapest%20MTA%3A%2043&searchType=METADATA&ftsMethod=0&searchName=regular"
14768,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_IX_107_1,"Moss. IX,107.1",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20IX%2C107.1&searchType=METADATA&ftsMethod=0&searchName=regular"
14769,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_IX_107_2,"Moss. IX,107.2",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20IX%2C107.2&searchType=METADATA&ftsMethod=0&searchName=regular"
14770,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_IX_132,"Moss. IX,132",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20IX%2C132&searchType=METADATA&ftsMethod=0&searchName=regular"
14771,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_VII_118_2,"Moss. VII,118.2",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20VII%2C118.2&searchType=METADATA&ftsMethod=0&searchName=regular"
14772,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_VII_118_3,"Moss. VII,118.3",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20VII%2C118.3&searchType=METADATA&ftsMethod=0&searchName=regular"
14773,2,likely open on KTIV (downloads succeeded historically),Jerusalem_NLI_577_1_20,NLI 577.1/20,Jerusalem_NLI,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,NLI%20577.1%2F20&searchType=METADATA&ftsMethod=0&searchName=regular"
14774,2,likely open on KTIV (downloads succeeded historically),London_BL_Or_10578E_19,BL OR 10578E.19,London_BL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,BL%20OR%2010578E.19&searchType=METADATA&ftsMethod=0&searchName=regular"
14775,2,likely open on KTIV (downloads succeeded historically),London_BL_Or_10655_16,BL OR 10655.16,London_BL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,BL%20OR%2010655.16&searchType=METADATA&ftsMethod=0&searchName=regular"
14776,2,likely open on KTIV (downloads succeeded historically),Paris_AIU_XI_71,AIU XI.71,Paris_AIU,Cairo Genizah,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,AIU%20XI.71&searchType=METADATA&ftsMethod=0&searchName=regular"
14777,2,likely open on KTIV (downloads succeeded historically),Budapest_MTA_297_341,Budapest MTA: 297 341,Budapest_MTA,Budapest MTA,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Budapest%20MTA%3A%20297%20341&searchType=METADATA&ftsMethod=0&searchName=regular"
14778,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_II_181,"Moss. II,181",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20II%2C181&searchType=METADATA&ftsMethod=0&searchName=regular"
14779,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_VIII_287_1_2,"Moss. VIII,287.1-2",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20VIII%2C287.1-2&searchType=METADATA&ftsMethod=0&searchName=regular"
14780,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_VII_8_1,"Moss. VII,8.1",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20VII%2C8.1&searchType=METADATA&ftsMethod=0&searchName=regular"
14781,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_V_347_1,"Moss. V,347.1",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20V%2C347.1&searchType=METADATA&ftsMethod=0&searchName=regular"
14782,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_X_34_1_2,"Moss. X,34.1-2",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20X%2C34.1-2&searchType=METADATA&ftsMethod=0&searchName=regular"
14783,2,likely open on KTIV (downloads succeeded historically),Cincinnati_HUC_1110,HUC 1110,Cincinnati_HUC,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,HUC%201110&searchType=METADATA&ftsMethod=0&searchName=regular"
14784,2,likely open on KTIV (downloads succeeded historically),London_BL_Or_10599_7,BL OR 10599.7,London_BL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,BL%20OR%2010599.7&searchType=METADATA&ftsMethod=0&searchName=regular"
14785,2,likely open on KTIV (downloads succeeded historically),Paris_AIU_III_B_134,AIU III.B.134,Paris_AIU,Cairo Genizah,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,AIU%20III.B.134&searchType=METADATA&ftsMethod=0&searchName=regular"
14786,2,likely open on KTIV (downloads succeeded historically),Utah_UU_1090,UU 1090,Utah,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,UU%201090&searchType=METADATA&ftsMethod=0&searchName=regular"
14787,2,likely open on KTIV (downloads succeeded historically),Budapest_MTA_AS_5,Budapest MTA: AS 5,Budapest_MTA,Budapest MTA,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Budapest%20MTA%3A%20AS%205&searchType=METADATA&ftsMethod=0&searchName=regular"
14788,2,likely open on KTIV (downloads succeeded historically),Budapest_MTA_M8,Budapest MTA: M8,Budapest_MTA,Budapest MTA,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Budapest%20MTA%3A%20M8&searchType=METADATA&ftsMethod=0&searchName=regular"
14789,2,likely open on KTIV (downloads succeeded historically),Budapest_MTA_M9,Budapest MTA: M9,Budapest_MTA,Budapest MTA,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Budapest%20MTA%3A%20M9&searchType=METADATA&ftsMethod=0&searchName=regular"
14790,2,likely open on KTIV (downloads succeeded historically),Budapest_MTA_DK_163,DK 163,Budapest_MTA,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,DK%20163&searchType=METADATA&ftsMethod=0&searchName=regular"
14791,2,likely open on KTIV (downloads succeeded historically),Paris_AIU_VII_F_77,AIU VII.F.77,Paris_AIU,Cairo Genizah,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,AIU%20VII.F.77&searchType=METADATA&ftsMethod=0&searchName=regular"
14792,2,likely open on KTIV (downloads succeeded historically),Paris_AIU_VI_B_26,AIU VI.B.26,Paris_AIU,Cairo Genizah,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,AIU%20VI.B.26&searchType=METADATA&ftsMethod=0&searchName=regular"
14793,2,likely open on KTIV (downloads succeeded historically),Princeton_PUL_Islamic_Manuscripts_Third_Series_no_584e_34,"PUL Islamic Manuscripts, Third Series no. 584e.34 (Michaelides 34)",Princeton_PUL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,PUL%20Islamic%20Manuscripts%2C%20Third%20Series%20no.%20584e.34%20%28Michaelides%2034%29&searchType=METADATA&ftsMethod=0&searchName=regular"
14794,2,likely open on KTIV (downloads succeeded historically),Vienna_ONB_H_119,Vienna Wien N: H 119,Vienna_ONB,Vienna Wien N,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Vienna%20Wien%20N%3A%20H%20119&searchType=METADATA&ftsMethod=0&searchName=regular"
14795,2,likely open on KTIV (downloads succeeded historically),Washington_Freer_F_22,Washington D.C. Freer: F 22,Washington_Freer,Washington D.C. Freer,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Washington%20D.C.%20Freer%3A%20F%2022&searchType=METADATA&ftsMethod=0&searchName=regular"
14796,2,likely open on KTIV (downloads succeeded historically),Washington_Freer_F_35,Washington D.C. Freer: F 35,Washington_Freer,Washington D.C. Freer,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Washington%20D.C.%20Freer%3A%20F%2035&searchType=METADATA&ftsMethod=0&searchName=regular"
14797,2,likely open on KTIV (downloads succeeded historically),Budapest_MTA_339,Budapest MTA: 339,Budapest_MTA,Budapest MTA,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Budapest%20MTA%3A%20339&searchType=METADATA&ftsMethod=0&searchName=regular"
14798,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_IV_48_3,"Moss. IV,48.3",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20IV%2C48.3&searchType=METADATA&ftsMethod=0&searchName=regular"
14799,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_VII_127,"Moss. VII,127",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20VII%2C127&searchType=METADATA&ftsMethod=0&searchName=regular"
14800,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_VII_93_3,"Moss. VII,93.3",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20VII%2C93.3&searchType=METADATA&ftsMethod=0&searchName=regular"
14801,2,likely open on KTIV (downloads succeeded historically),Jerusalem_NLI_577_1_39,NLI 577.1/39,Jerusalem_NLI,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,NLI%20577.1%2F39&searchType=METADATA&ftsMethod=0&searchName=regular"
14802,2,likely open on KTIV (downloads succeeded historically),London_BL_Or_10112B_3,BL OR 10112B.3,London_BL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,BL%20OR%2010112B.3&searchType=METADATA&ftsMethod=0&searchName=regular"
14803,2,likely open on KTIV (downloads succeeded historically),London_BL_Or_10578A_37,BL OR 10578A.37,London_BL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,BL%20OR%2010578A.37&searchType=METADATA&ftsMethod=0&searchName=regular"
14804,2,likely open on KTIV (downloads succeeded historically),London_BL_Or_10578A_49,BL OR 10578A.49,London_BL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,BL%20OR%2010578A.49&searchType=METADATA&ftsMethod=0&searchName=regular"
14805,2,likely open on KTIV (downloads succeeded historically),London_BL_Or_12344_13,BL OR 12344.13,London_BL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,BL%20OR%2012344.13&searchType=METADATA&ftsMethod=0&searchName=regular"
14806,2,likely open on KTIV (downloads succeeded historically),Paris_AIU_VII_F_2,AIU VII.F.2,Paris_AIU,Cairo Genizah,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,AIU%20VII.F.2&searchType=METADATA&ftsMethod=0&searchName=regular"
14807,2,likely open on KTIV (downloads succeeded historically),Paris_AIU_VI_B_4,AIU VI.B.4,Paris_AIU,Cairo Genizah,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,AIU%20VI.B.4&searchType=METADATA&ftsMethod=0&searchName=regular"
14808,2,likely open on KTIV (downloads succeeded historically),Princeton_PUL_Islamic_Manuscripts_Third_Series_no_584e_2,"PUL Islamic Manuscripts, Third Series no. 584e.2 (Michaelides 2)",Princeton_PUL,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,PUL%20Islamic%20Manuscripts%2C%20Third%20Series%20no.%20584e.2%20%28Michaelides%202%29&searchType=METADATA&ftsMethod=0&searchName=regular"
14809,2,likely open on KTIV (downloads succeeded historically),Washington_Freer_F_1908_44N,F 1908.44N,Washington_Freer,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,F%201908.44N&searchType=METADATA&ftsMethod=0&searchName=regular"
14810,2,likely open on KTIV (downloads succeeded historically),Budapest_MTA_DK_284_3,DK 284.3,Budapest_MTA,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,DK%20284.3&searchType=METADATA&ftsMethod=0&searchName=regular"
14811,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_IXa_6_1,"Moss. IXa,6.1",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20IXa%2C6.1&searchType=METADATA&ftsMethod=0&searchName=regular"
14812,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_VII_117_2,"Moss. VII,117.2",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20VII%2C117.2&searchType=METADATA&ftsMethod=0&searchName=regular"
14813,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_VII_135_2,"Moss. VII,135.2",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20VII%2C135.2&searchType=METADATA&ftsMethod=0&searchName=regular"
14814,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_VII_207_2,"Moss. VII,207.2",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20VII%2C207.2&searchType=METADATA&ftsMethod=0&searchName=regular"
14815,2,likely open on KTIV (downloads succeeded historically),Paris_AIU_VII_F_51,AIU VII.F.51,Paris_AIU,Cairo Genizah,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,AIU%20VII.F.51&searchType=METADATA&ftsMethod=0&searchName=regular"
14816,2,likely open on KTIV (downloads succeeded historically),Paris_AIU_VI_B_44,AIU VI.B.44,Paris_AIU,Cairo Genizah,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,AIU%20VI.B.44&searchType=METADATA&ftsMethod=0&searchName=regular"
14817,2,likely open on KTIV (downloads succeeded historically),Paris_AIU_VIII_B_27,AIU VIII.B.27,Paris_AIU,Paris AIU,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,AIU%20VIII.B.27&searchType=METADATA&ftsMethod=0&searchName=regular"
14818,2,likely open on KTIV (downloads succeeded historically),Paris_AIU_VIII_E_10,Paris AIU: VIII.E.10,Paris_AIU,Paris AIU,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Paris%20AIU%3A%20VIII.E.10&searchType=METADATA&ftsMethod=0&searchName=regular"
14819,2,likely open on KTIV (downloads succeeded historically),Philadelphia_CAJS_Halper_24,Philadelphia Penn CAJS: Halper 24,Philadelphia_CAJS,Dropsie College,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Philadelphia%20Penn%20CAJS%3A%20Halper%2024&searchType=METADATA&ftsMethod=0&searchName=regular"
14820,2,likely open on KTIV (downloads succeeded historically),Philadelphia_CAJS_Halper_274,Philadelphia Penn CAJS: Halper 274,Philadelphia_CAJS,Dropsie College,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Philadelphia%20Penn%20CAJS%3A%20Halper%20274&searchType=METADATA&ftsMethod=0&searchName=regular"
14821,2,likely open on KTIV (downloads succeeded historically),Strasbourg_5138_19_5138_20,Strasbourg: 5138/19 5138/20,Strasbourg,Strasbourg,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Strasbourg%3A%205138%2F19%205138%2F20&searchType=METADATA&ftsMethod=0&searchName=regular"
14822,2,likely open on KTIV (downloads succeeded historically),Budapest_MTA_101,Budapest MTA: 101,Budapest_MTA,Budapest MTA,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Budapest%20MTA%3A%20101&searchType=METADATA&ftsMethod=0&searchName=regular"
14823,2,likely open on KTIV (downloads succeeded historically),Cambridge_Mosseri_VII_112_2,"Moss. VII,112.2",Cambridge_Mosseri,,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Moss.%20VII%2C112.2&searchType=METADATA&ftsMethod=0&searchName=regular"
