rank,tier,tier_reason,canonical_id,shelf_mark,institution_group,collection,ktiv_known,ktiv_ready,ktiv_manifest_url,ktiv_search_url
5862,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_179_180,T-S AS 179.180,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20179.180&searchType=METADATA&ftsMethod=0&searchName=regular"
5863,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_179_81,T-S AS 179.81,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20179.81&searchType=METADATA&ftsMethod=0&searchName=regular"
5864,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_184_223,T-S AS 184.223,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20184.223&searchType=METADATA&ftsMethod=0&searchName=regular"
5865,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_206_25,T-S AS 206.25,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20206.25&searchType=METADATA&ftsMethod=0&searchName=regular"
5866,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_94_360,T-S AS 94.360,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%2094.360&searchType=METADATA&ftsMethod=0&searchName=regular"
5867,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_Ar_30_143,T-S Ar.30.143,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20Ar.30.143&searchType=METADATA&ftsMethod=0&searchName=regular"
5868,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_Ar_34_182,T-S Ar.34.182,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20Ar.34.182&searchType=METADATA&ftsMethod=0&searchName=regular"
5869,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_Ar_35_213,T-S Ar.35.213,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20Ar.35.213&searchType=METADATA&ftsMethod=0&searchName=regular"
5870,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_Ar_42_6,T-S Ar.42.6,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20Ar.42.6&searchType=METADATA&ftsMethod=0&searchName=regular"
5871,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_Ar_46_137,T-S Ar.46.137,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20Ar.46.137&searchType=METADATA&ftsMethod=0&searchName=regular"
5872,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_E2_145,Cambridge CUL: T-S E2.145,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Cambridge%20CUL%3A%20T-S%20E2.145&searchType=METADATA&ftsMethod=0&searchName=regular"
5873,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_NS_202_36,T-S NS 202.36,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20NS%20202.36&searchType=METADATA&ftsMethod=0&searchName=regular"
5874,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_NS_304_20,T-S NS 304.20,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20NS%20304.20&searchType=METADATA&ftsMethod=0&searchName=regular"
5875,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_NS_320_104,T-S NS 320.104,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20NS%20320.104&searchType=METADATA&ftsMethod=0&searchName=regular"
5876,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_NS_321_42,T-S NS 321.42,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20NS%20321.42&searchType=METADATA&ftsMethod=0&searchName=regular"
5877,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_NS_71_64,T-S NS 71.64,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20NS%2071.64&searchType=METADATA&ftsMethod=0&searchName=regular"
5878,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_Or_1080_J245,CUL Or.1080 J245,Cambridge_CUL,Oriental Manuscripts,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,CUL%20Or.1080%20J245&searchType=METADATA&ftsMethod=0&searchName=regular"
5879,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_Or_1081_2_59,CUL Or.1081 2.59,Cambridge_CUL,Oriental Manuscripts,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,CUL%20Or.1081%202.59&searchType=METADATA&ftsMethod=0&searchName=regular"
5880,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_146_212,T-S AS 146.212,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20146.212&searchType=METADATA&ftsMethod=0&searchName=regular"
5881,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_147_221,T-S AS 147.221,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20147.221&searchType=METADATA&ftsMethod=0&searchName=regular"
5882,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_149_152,T-S AS 149.152,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20149.152&searchType=METADATA&ftsMethod=0&searchName=regular"
5883,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_179_265,T-S AS 179.265,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20179.265&searchType=METADATA&ftsMethod=0&searchName=regular"
5884,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_182_45,T-S AS 182.45,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20182.45&searchType=METADATA&ftsMethod=0&searchName=regular"
5885,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_184_298,T-S AS 184.298,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20184.298&searchType=METADATA&ftsMethod=0&searchName=regular"
5886,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_184_335,T-S AS 184.335,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20184.335&searchType=METADATA&ftsMethod=0&searchName=regular"
5887,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_185_252,T-S AS 185.252,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20185.252&searchType=METADATA&ftsMethod=0&searchName=regular"
5888,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_208_102,T-S AS 208.102,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20208.102&searchType=METADATA&ftsMethod=0&searchName=regular"
5889,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_Ar_1a_101,Cambridge CUL: T-S Ar.1a.101,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Cambridge%20CUL%3A%20T-S%20Ar.1a.101&searchType=METADATA&ftsMethod=0&searchName=regular"
5890,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_Ar_34_196,T-S Ar.34.196,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20Ar.34.196&searchType=METADATA&ftsMethod=0&searchName=regular"
5891,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_Ar_34_323,T-S Ar.34.323,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20Ar.34.323&searchType=METADATA&ftsMethod=0&searchName=regular"
5892,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_Misc_24_137_4a,Cambridge CUL: T-S Misc.24.137.4a,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Cambridge%20CUL%3A%20T-S%20Misc.24.137.4a&searchType=METADATA&ftsMethod=0&searchName=regular"
5893,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_Misc_28_43,T-S Misc.28.43,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20Misc.28.43&searchType=METADATA&ftsMethod=0&searchName=regular"
5894,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_NS_137_149,T-S NS 137.149,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20NS%20137.149&searchType=METADATA&ftsMethod=0&searchName=regular"
5895,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_NS_157_72,T-S NS 157.72,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20NS%20157.72&searchType=METADATA&ftsMethod=0&searchName=regular"
5896,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_NS_205_103,T-S NS 205.103,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20NS%20205.103&searchType=METADATA&ftsMethod=0&searchName=regular"
5897,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_NS_273_171,T-S NS 273.171,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20NS%20273.171&searchType=METADATA&ftsMethod=0&searchName=regular"
5898,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_NS_297_91,T-S NS 297.91,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20NS%20297.91&searchType=METADATA&ftsMethod=0&searchName=regular"
5899,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_NS_304_25,T-S NS 304.25,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20NS%20304.25&searchType=METADATA&ftsMethod=0&searchName=regular"
5900,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_NS_306_115,T-S NS 306.115,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20NS%20306.115&searchType=METADATA&ftsMethod=0&searchName=regular"
5901,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_NS_306_27,T-S NS 306.27,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20NS%20306.27&searchType=METADATA&ftsMethod=0&searchName=regular"
5902,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_NS_329_858,T-S NS 329.858,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20NS%20329.858&searchType=METADATA&ftsMethod=0&searchName=regular"
5903,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_NS_338_83,T-S NS 338.83,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20NS%20338.83&searchType=METADATA&ftsMethod=0&searchName=regular"
5904,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_145_361,T-S AS 145.361,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20145.361&searchType=METADATA&ftsMethod=0&searchName=regular"
5905,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_145_362,T-S AS 145.362,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20145.362&searchType=METADATA&ftsMethod=0&searchName=regular"
5906,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_150_216,T-S AS 150.216,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20150.216&searchType=METADATA&ftsMethod=0&searchName=regular"
5907,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_166_130,T-S AS 166.130,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20166.130&searchType=METADATA&ftsMethod=0&searchName=regular"
5908,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_166_225,T-S AS 166.225,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20166.225&searchType=METADATA&ftsMethod=0&searchName=regular"
5909,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_169_309,T-S AS 169.309,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20169.309&searchType=METADATA&ftsMethod=0&searchName=regular"
5910,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_171_140,T-S AS 171.140,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20171.140&searchType=METADATA&ftsMethod=0&searchName=regular"
5911,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_177_159,T-S AS 177.159,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20177.159&searchType=METADATA&ftsMethod=0&searchName=regular"
5912,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_177_223,T-S AS 177.223,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20177.223&searchType=METADATA&ftsMethod=0&searchName=regular"
5913,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_181_165,T-S AS 181.165,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20181.165&searchType=METADATA&ftsMethod=0&searchName=regular"
5914,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_182_256,T-S AS 182.256,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20182.256&searchType=METADATA&ftsMethod=0&searchName=regular"
5915,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_182_292,T-S AS 182.292,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20182.292&searchType=METADATA&ftsMethod=0&searchName=regular"
5916,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_188_112,T-S AS 188.112,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20188.112&searchType=METADATA&ftsMethod=0&searchName=regular"
5917,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_1_255,Cambridge CUL: T-S AS 1.255,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,Cambridge%20CUL%3A%20T-S%20AS%201.255&searchType=METADATA&ftsMethod=0&searchName=regular"
5918,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_201_133,T-S AS 201.133,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20201.133&searchType=METADATA&ftsMethod=0&searchName=regular"
5919,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_Ar_34_235,T-S Ar.34.235,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20Ar.34.235&searchType=METADATA&ftsMethod=0&searchName=regular"
5920,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_Ar_35_87,T-S Ar.35.87,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20Ar.35.87&searchType=METADATA&ftsMethod=0&searchName=regular"
5921,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_Ar_54_72,T-S Ar.54.72,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20Ar.54.72&searchType=METADATA&ftsMethod=0&searchName=regular"
5922,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_K24_3,T-S K24.3,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20K24.3&searchType=METADATA&ftsMethod=0&searchName=regular"
5923,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_Misc_36_150,T-S Misc.36.150,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20Misc.36.150&searchType=METADATA&ftsMethod=0&searchName=regular"
5924,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_NS_190_58,T-S NS 190.58,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20NS%20190.58&searchType=METADATA&ftsMethod=0&searchName=regular"
5925,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_NS_225_93,T-S NS 225.93,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20NS%20225.93&searchType=METADATA&ftsMethod=0&searchName=regular"
5926,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_NS_226_167,T-S NS 226.167,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20NS%20226.167&searchType=METADATA&ftsMethod=0&searchName=regular"
5927,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_NS_274_76,T-S NS 274.76,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20NS%20274.76&searchType=METADATA&ftsMethod=0&searchName=regular"
5928,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_NS_324_28,T-S NS 324.28,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20NS%20324.28&searchType=METADATA&ftsMethod=0&searchName=regular"
5929,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_NS_338_107,T-S NS 338.107,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20NS%20338.107&searchType=METADATA&ftsMethod=0&searchName=regular"
5930,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_NS_342_50,T-S NS 342.50,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20NS%20342.50&searchType=METADATA&ftsMethod=0&searchName=regular"
5931,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_NS_J478,T-S NS J478,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20NS%20J478&searchType=METADATA&ftsMethod=0&searchName=regular"
5932,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_148_32,T-S AS 148.32,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20148.32&searchType=METADATA&ftsMethod=0&searchName=regular"
5933,1,"open+verified on KTIV, ~99% download success",Cambridge_CUL_T_S_AS_148_93,T-S AS 148.93,Cambridge_CUL,Taylor-Schechter,False,False,,"https://www.nli.org.il/en/discover/manuscripts/hebrew-manuscripts/searchresultspage?projectName=MANUSCRIPTS#q=lsr01,contains,all;any,contains,T-S%20AS%20148.93&searchType=METADATA&ftsMethod=0&searchName=regular"
